renters,description
LED Smart Home,"Senter Kepala Mini COB Multifungsi Super Terang XPE+COB Headlamp Outdoor Waterproof Fitur : * Kecil dan kompak, mudah digunakan dan mudah dibawa. * Ikat kepala disesuaikan untuk desain ergonomis. * Dua mode cahaya, bisa diubah dengan cukup menekan tombol switch disamping senter. * Tahan air: dapat digunakan pada hari-hari hujan, tetapi tidak dalam air. * Ada magnet di sisi kepala lampu untuk digunakan saat darurat. * Cocok untuk kegiatan luar ruangan seperti berkemah, mendaki, mendaki, memancing malam, eksplorasi luar ruangan. Spesifikasi : Bahan: paduan aluminium + ABS Model LED : 1 * Q5 + 1 * COB Warna produk : Hitam Warna lampu : cahaya putih Mode pencahayaan : 2 mode Jenis sakelar : sakelar tombol independen Pengisian daya : USB mikro Berat: 90g Lampu depan ini cocok untuk penjaga keamanan, berkemah, caving, barbekyu, berlari, Joging, berjalan malam, mendaki, mendaki gunung, memancing, berburu, membaca malam, perbaikan mobil, pekerjaan DIY atau keadaan darurat seperti kebakaran, badai, pemadaman listrik. Paket sudah termasuk: 1 x lampu kepala 1 x kabel USB charging"
abdulazis3604,Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama. sudah termasuk *2 baterai cas *1 senter kepala *1 kabel cas Features 3 x Cree XM-L T6 Headlamp ini menggunakan 3 buah Cree XM-L T6 yang dapat menghasilkan cahaya hingga 5000 lumens. 90 Degree Rotation Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar. Comfortable Straps Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Aero Grade Aluminum Body Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. LED Cree XM-L T6
EVOLUTION 21,"Senter Kepala LED Headlamp Flashlight Rechargeable USB - Z20T19 Merek TaffLed Barang Ready Siap Kirim Dalam & Luar Kota Siap Kirim Gosend / Grab Headlamp dengan strap fleksibel ini dapat dipakai di berbagai ukuran kepala. Dengan desain yang simpel dan tidak kaku, Anda akan terlihat keren saat mengenakannya di kepala. Headlamp ini juga disertai dengan sensor gerak, sehingga untuk menyalakan lampu senter Anda hanya perlu menggerakkan tangan Anda di depan lampu dengan jarak 15 cm saja. Fitur - Saklar yang Berguna Headlamp ini memiliki 2 buah tombol yaitu tombol utama dan tombol interaksi. Tombol utama berfungsi layaknya tombol senter biasa. Dengan mengaktifkan tombol interaksi, Anda dapat menyalakan dan mematikan senter ini hanya dengan gerakan tangan dengan jarak tangan dari senter kurang lebih 15 cm. - Tali Nyaman Strap pada kepala terbuat dari bahan kain yang halus dan kuat sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Tali ini juga fleksibel dan lentur, sehingga dapat digunakan di berbagai ukuran kepala. - Baterai Isi Ulang Tidak perlu baterai eksternal untuk menyalakan lampu senter ini karena sudah dilengkapi dengan baterai yang memiliki kapasitas daya cukup besar untuk dapat dipakai dalam jangka waktu cukup lama. Anda dapat mengisi ulang tenaga baterai dengan menggunakan kabel micro USB ketika lampu sudah dirasa redup atau habis dayanya. Rincian yang Anda dapatkan untuk pembelian produk ini:     1 x TaffLED Headlamp Flashlight Rechargeable USB + Motion Sensor - Z20T19     1 x Kabel Micro USB Spesifikasi : Tipe LED : Cree 3 W Lumens : 160 Lumens Tipe Baterai : Baterai Lithium Isi Ulang Kapasitas Baterai : 500 mAh Waktu Pengisian Daya : 6 jam Durasi Hidup Senter : 4-30 jam Dimensi : 6,2 x 3,7 x 4,4 cm"
LuckyCuan93,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
Sanic 828,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
Outdoor Styles,## BARANG PASTI READY SELAMA TERPAJANG DI ETALASE PRODUK ## HEADLAMP DHAULAGIRI Bahan baku plastik ABS Lampu LED 160 lumens Tali karet dapat disesuaikan  Dua tombol switch dengan 7 mode cahaya  Baterai 2*AAA Waterproof Warna :  Biru Abu Hitam
Outdoor Styles,"## BARANG PASTI READY SELAMA TERPAJANG DI ETALASE PRODUK ## Spesifikasi produk : # Material sudah ABS / PC # Water Resistant sudah IPX-4, gerimis manja aman  # Bat. 3 x AAA # Jarak sinar lampu mencapai 150m # tingkat keterangan sinar lampu mencapai 200 lumens # berat 130gr"
Outdoor Styles,"## BARANG PASTI READY SELAMA TERPAJANG DI ETALASE PRODUK ##   Spek : # waterproof  # memiliki 3 modes dasar, Light, Bright, SoS # sangat terang, jangan diarahkan ke mata # memakai batrai 3 x AAA # memiliki jangkauan yang cukup jauh # memiliki daya 3w membuat konsumsi batrai lebih awet tanpa mengurangi tingkat keterangan sinar dari lampu karena sudah memakai jenis LED."
LED Smart Home,"Senter Kepala Mini LED 45W Super Terang Headlamp COB Multifungsi Senter Kapala Mini dengan cahaya sorot super terang, 3 mode cahaya dan warna cahaya yang berbeda, dapat Diisi Ulang dengan USB, Tali kepala nyaman, mudah dipakai, serta tahan air sehingga cocok untuk berbagai penggunaan. Fitur: 1. Material terbuat dari bahan ABS berkualitas tinggi, ringan, portabel, serta awet dan tahan lama. 2. Dengan sumber cahaya COB sumbu tinggi, 3 mode pencahayaan, sudut pencahayaan hingga 180 ° dan cahaya 600 lumen untuk kecerahan maksimum.  3. Ikat kepala yang dapat disesuaikan dengan mudah dan nyaman disesuaikan dengan berbagai ukuran. dirancang secara ergonomis, berukuran kecil, mudah digunakan, dan mudah dibawa. 4. Metode pengisian daya dengan kabel pengisian USB, baterai awet yang mampu bertahan hingga 5 jam saat daya terisi penuh. 5. Lampu LED portabel dan tahan lama, serta peringkat tahan air IPX4, tahan di segala cuaca. 6. Cocok untuk: membawa harian, caving, patroli, berkemah, mengajar, berburu, mendaki, mencari, memancing malam, berkuda malam dan pemandangan luar ruangan lainnya. Spesifikasi: Bahan: ABS Manik-manik lampu: COB Kapasitas baterai: 800mAh Keluaran lumen maksimum: 800LM Warna Cahaya: Putih; Kuning; Strobo Merah+Biru Berat: 70g Mode pencahayaan: 3 mode Waktu pengisian: 4-6 jam Metode pengisian daya: pengisian daya USB Tipe C Waktu penggunaan: 3-5 jam Daya: 45W Jangkauan pencahayaan: 180 meter persegi Ukuran Produk:8,5 x 3,5 x 3 cm Isi Paket: 1 x Headlamp Mini COB 1 x Kabel USB Type-C 1 x Panduan Penggunaan"
bausshoop,"Lampu dengan 3 mode pencahayaan, Headlamp ini berbentuk mini dan dapat di ikatkan di kepala Anda, membantu penelusuran di tempat gelap, dan perjalanan di malam hari. FEATURES 3 Modes Headlight Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. Many Color Choice Terdapat banyak pilihan warna headlamp yang dapat Anda miliki dan dapat digunakan di dalam suatu grup pencarian. Adjustable Headstrap Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. AAA Batteries Anda dapat menggunakan AAA batteries untuk penjelajahan yang lebih lama dengan headlamp ini, Anda bisa mengkombinasikan kapasitas baterai agar dapat digunakan dalam jangka waktu yang lama. Waterproof Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang berair ataupun ketika hujan. Luminious Flux400 LumensBattery Type3 x AAALengthStrap: 38 X 25 Cm lamp: 6.5 X 4.5 X 3 CmOthers3 Watt BELUM TERMASUK BATERAI AAA"
LuckyCuan93,"Lampu dengan 3 mode pencahayaan, Headlamp ini berbentuk mini dan dapat di ikatkan di kepala Anda, membantu penelusuran di tempat gelap, dan perjalanan di malam hari.Fitur COB LED Headlamp ini menggunakan LED COB yang dapat menghasilkan cahaya terang dan soft. 3 Mode Cahaya Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. Adjustable Headstrap Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. Isi Ulang Menggunakan USB Senter LED ini hanya menggunakan baterai isi ulang sehingga sangat hemat energy dan diisi ulang hanya dengan mencolok kabel USB pada body senter. Waterproof IPX4 Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang lembab ataupun ketika hujan. Kelengkapan Produk 1 x Pocketman Senter LED Kepala Headlamp USB Rechargeable Waterproof COB 800 Lumens - TM-G14 Spesifikasi Pocketman Senter LED Kepala Headlamp Waterproof COB 800Lumens - TM-G14 Tipe LED : COB Lumens : 800 Lumens Kapasitas Baterai : Built-in Lithium Battery 1200mAh Material : ABS Dimensi : 14 x 2 x 4.7 cm"
CV SHIATSU,"Headlamp Flashlight Headlight LED 3 Modes COB A) Spesifikasi Produk Tipe LED Model of LED: 1*XPE +1*COB Lumens: 180lm (COB), 100lm (XPE) Tipe Baterai: 1 x 18650 (Baterai tidak termasuk) Material: ABS Plastik Dimensi: 8.5cm x 3.8cm x 4cm Splashproof B) Informasi Produk Lampu dengan 3 mode pencahayaan, Headlamp ini berbentuk mini dan dapat di ikatkan di kepala Anda, membantu penelusuran di tempat gelap, dan perjalanan di malam hari. Baterai dijual terpisah. C) Fitur Produk 3 Mode Lampu Depan Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. 45 Derajat Putar  Senter kepala ini sangat fleksibel, dapat digerakkan sebanyak 45 derajat untuk keperluan menyinari area yang Anda inginkan tanpa harus memaksakan kepala Anda mengarah ke arah yang dituju. Tali Kepala yang Dapat Disesuaikan Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. Baterai 18650 Anda dapat menggunakan 18650 batteries untuk penjelajahan yang lebih lama dengan headlamp ini, Anda bisa mengkombinasikan kapasitas baterai agar dapat digunakan dalam jangka waktu yang lama."
GrosirCenter88,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
Surya Lighting Official store,"Surya SYH L105B Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 10W dengan jarak sorot yang tajam hingga 100 meter. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor.  *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 1500mAh *Lama Penggunaan: 8 Jam *Waktu Pengecasan: 6 Jam *Bahan Produk: ABS *Diameter Lampu: 50mm *Dimensi Lampu: 73.5 x 69 x 55 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala  *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L155E Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Super LED 15W, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 150 meter. *Pengisian daya yang cepat dan dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor. *Tahan terhadap cipratan air yang memungkinkan untuk digunakan pada kegiatan outdoor. Watt: 15W *Tipe LED: Super LED *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 3 Jam *Bahan Produk: ABS *Diameter Lampu: Ø54 mm *Dimensi Produk: 74.5 x 77.5 x 54.5 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Tingkat Cahaya	: Kuat, Lemah *Aplikasi : Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L125C Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 12W dengan jarak sorot yang tajam hingga 100 meter. *Tahan terhadap guyuran air hujan, sehingga dapat digunakan untuk pemakaian outdoor. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian otomatis jika baterai sudah terisi penuh.  *Warna LED : Putih *Baterai: Lithium Polymer *Kapasitas: 3.7V 3000mAh *Lama Penggunaan: 20 Jam *Waktu Pengecasan: 5 Jam *Bahan Produk: ABS *Diameter Lampu: 46mm *Dimensi Lampu: 68.5 x 62.6 x 71.6 mm *Aksesoris: Kabel Micro USB & Karet Ikat Kepala *Fungsi Tambahan: Dimmer & Blitz *Di lengkapi dengan fitur : -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. *Aplikasi:Perbengkelan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Gissel Collection,"Selamat datang di Toko Gissel Collection. KEISTIMEWAAN BELI BARANG DI Gissel Collection : - Fast Response - Pengiriman Cepat - Reseller bisa juga loh... - barang 100% BARU.  - BARANG SELALU DICEK DAN DITEST SEBELUM DIKIRIM. - PACKING DUS DAN BUBBLE WARP GRATIS. ( Tidak perlu tambah biaya ). Informasi Produk : - Bahan plastik ABS berkualitas - Sangat kuat dan nyaman untuk digunkan - 3 Mode cahaya super terang warna putih - 5 LED - Pengisian ulang menggunakan kabel USB sudah termasuk dalam paket Spesifikasi : Rechargeable 5 Mata LED Cahaya LED Putih Produk Ini Terbuat Dari Bahan Plastik ABS Strap sangat Kuat Dan Nyaman Dipakai 3 Mode Cahaya LED 3 Speed Low , High , SOS Dengan Baterai Berkualitas Tinggi Pengisian Ulang Menggunakan USB Strap kepala nyaman Kualitas terbaik Premium produk Tahan Lama Desain Elegant dan Lux"
Wollmart Light Center,"Headlamp LED Cree XML T6 dan Charger A) Spesifikasi Tipe LED	XML T6 Tipe Baterai 2 x 18650 Kapasitas Baterai 6800 mAh x 2 Material Headlamp: Aluminium Aero Grade, Plastik dan Kaca Mineral Berlapis Tali: Kain Dimensi: Diameter Kepala Senter: 35 mm Panjang Kepala Senter: 65 mm Panjang Kabel Adaptor: Sekitar 35 cm Panjang Kabel Cigarrete Plug: Sekitar 25 cm B) Informasi Headlamp ini cocok untuk Anda yang sering bekerja di tempat gelap, ataupun bepergian ke tempat yang minim cahaya. Penerangan yang dihasilkan dari headlamp ini cukup terang dan tidak menyiksa mata, sehingga aman untuk digunakan sehari-hari. Tali fleksibel juga membuat lampu ini dapat digunakan untuk beragam ukuran kepala. C) Fitur LED Cree XML T6 Headlamp ini menggunakan lampu LED Cree XML T6 yang dapat menghasilkan cahaya terang. Selain itu, penggunaan LED tersebut sangatlah awet untuk digunakan dalam jangka waktu yang sangat lama. Kepala 90 Derajat Headlamp dapat digerakkan ke atas dan ke bawah hingga 90°. Oleh karena itu, jangkauan cahaya dari senter kepala ini akan semakin besar. Fitur ini membuat Anda dapat mengarahkan cahaya dengan lebih mudah. Tali yang Nyaman Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Hal itu membuat kepala Anda tidak sakit tetapi tetap kuat untuk menahan beban lampu saat Anda sedang bergerak. Aluminium Berkualitas Bagian kepala senter dibuat dengan bahan aluminum aero grade yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. Kepala Anda tidak akan terganggu akibat panas cahaya yang biasa dihasilkan senter lain. D) Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x High Power Headlamp LED Cree XML T6 - 568D 1 x Adaptor Daya 1 x Adaptor Cigarette Plug 2 x Baterai 18650 Button Top 3.7 V 6800 mAh 1 x Panduan Penggunaan"
Wollmart Light Center,"Senter Headlamp LED XHP70 8000 Lumens Note: Belum termasuk baterai A) Spesifikasi Produk Tipe LED	XHP70 Lumens 8000 Lumens Tipe Baterai 3 x 18650 (Baterai tidak termasuk) Material Aluminium, ABS, TPE dan Kain Dimensi LED: 5.2 x 5.2 x 6.5 cm Sertifikasi Tahan Air B) Informasi Produk Headlamp merupakan senter untuk helm yang biasa digunakan untuk hiking, climbing, camping dan kegiatan outdoor lainnya. Dilengkapi dengan CREE XHP70 LED yang dapat menghasilkan cahaya hingga 8000 lumens. C) Fitur Produk CREE XHP70 Senter ini menggunakan CREE XHP70 yang dapat menghasilkan cahaya hingga 8000 lumens dan jarak penyiranan lebih dari 100 meter. 5 Mode Cahaya Senter LED ini memiliki bermacam-macam mode penerangan seperti 100%, 70%, 50%, flash dan SOS. 3 x 18650 Baterai Head Lamp ini beroperasi menggunakan 3 buah baterai jenis 18650. Baterai Isi Ulang Anda juga dapat langsung mengisi daya baterai 18650 Anda yang terpasang pada senter secara langsung menggunakan USB tanpa perlu mencabut baterai karena tersedia port untuk pengisian ulang daya. Telescopic Zoom Senter headlamp ini dapat diatur fokus cahayanya berkat desain telescopic pada bagian kepala senter. Tahan Air Headlamp ini memiliki seritifikasi waterproof sehingga aman saat terkena air dan digunakan pada lingkungan yang basah. D) Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Senter Headlamp LED XHP70 8000 Lumens 1 x Micro USB"
